parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,5621,5625,5628,5635,5637,5643,5678,5679,5686,5690,5693,5697,5703,5728,7128,7156,7157,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,thresh,frac,exp,rate,allsnow
jh_coef:hru_5621:mon_1,log,relative,0.004491,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_10,log,relative,0.006823,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_11,log,relative,0.006258,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_12,log,relative,0.004759,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_2,log,relative,0.005746,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_3,log,relative,0.006381,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_4,log,relative,0.006596,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_5,log,relative,0.006423,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_6,log,relative,0.006199,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_7,log,relative,0.005776,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_8,log,relative,0.006034,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_9,log,relative,0.006336,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_1,log,relative,0.004036,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_10,log,relative,0.006376,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_11,log,relative,0.005792,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_12,log,relative,0.004318,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_2,log,relative,0.005235,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_3,log,relative,0.005886,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_4,log,relative,0.006146,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_5,log,relative,0.006017,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_6,log,relative,0.005823,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_7,log,relative,0.005424,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_8,log,relative,0.005672,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_9,log,relative,0.005946,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_1,log,relative,0.005177,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_10,log,relative,0.007393,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_11,log,relative,0.006874,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_12,log,relative,0.005425,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_2,log,relative,0.006405,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_3,log,relative,0.006999,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_4,log,relative,0.007173,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_5,log,relative,0.006978,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_6,log,relative,0.006734,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_7,log,relative,0.006302,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_8,log,relative,0.006561,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_9,log,relative,0.006876,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_1,log,relative,0.00464,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_10,log,relative,0.006967,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_11,log,relative,0.006405,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_12,log,relative,0.004908,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_2,log,relative,0.005902,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_3,log,relative,0.006532,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_4,log,relative,0.006742,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_5,log,relative,0.006564,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_6,log,relative,0.006338,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_7,log,relative,0.005911,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_8,log,relative,0.006171,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_9,log,relative,0.006476,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_1,log,relative,0.005671,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_10,log,relative,0.007842,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_11,log,relative,0.00734,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_12,log,relative,0.005908,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_2,log,relative,0.006895,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_3,log,relative,0.007468,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_4,log,relative,0.007624,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_5,log,relative,0.007416,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_6,log,relative,0.007163,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_7,log,relative,0.006726,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_8,log,relative,0.006988,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_9,log,relative,0.007308,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_1,log,relative,0.004536,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_10,log,relative,0.006876,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_11,log,relative,0.006306,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_12,log,relative,0.004781,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_2,log,relative,0.00584,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_3,log,relative,0.006489,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_4,log,relative,0.006681,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_5,log,relative,0.006493,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_6,log,relative,0.006252,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_7,log,relative,0.005817,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_8,log,relative,0.006076,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_9,log,relative,0.006381,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_1,log,relative,0.002788,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_10,log,relative,0.005579,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_11,log,relative,0.004863,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_12,log,relative,0.003184,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_2,log,relative,0.004411,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_3,log,relative,0.005169,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_4,log,relative,0.005367,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_5,log,relative,0.005244,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_6,log,relative,0.005038,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_7,log,relative,0.004563,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_8,log,relative,0.004832,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_9,log,relative,0.005144,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_1,log,relative,0.001636,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_10,log,relative,0.004393,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_11,log,relative,0.003662,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_12,log,relative,0.002033,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_2,log,relative,0.00314,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_3,log,relative,0.003915,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_4,log,relative,0.004179,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_5,log,relative,0.004113,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_6,log,relative,0.003951,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_7,log,relative,0.003512,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_8,log,relative,0.003764,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_9,log,relative,0.004037,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_1,log,relative,0.003818,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_10,log,relative,0.006535,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_11,log,relative,0.005861,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_12,log,relative,0.004188,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_2,log,relative,0.005332,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_3,log,relative,0.00605,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_4,log,relative,0.006286,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_5,log,relative,0.006144,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_6,log,relative,0.005935,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_7,log,relative,0.005485,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_8,log,relative,0.005735,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_9,log,relative,0.006052,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_1,log,relative,0.004463,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_10,log,relative,0.007316,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_11,log,relative,0.006634,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_12,log,relative,0.004861,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_2,log,relative,0.00607,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_3,log,relative,0.006899,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_4,log,relative,0.0071,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_5,log,relative,0.006939,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_6,log,relative,0.006705,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_7,log,relative,0.006228,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_8,log,relative,0.006498,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_9,log,relative,0.006798,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_1,log,relative,0.004776,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_10,log,relative,0.007555,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_11,log,relative,0.00685,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_12,log,relative,0.005156,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_2,log,relative,0.006396,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_3,log,relative,0.007115,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_4,log,relative,0.007344,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_5,log,relative,0.007217,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_6,log,relative,0.007007,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_7,log,relative,0.006544,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_8,log,relative,0.006802,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_9,log,relative,0.00711,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_1,log,relative,0.002777,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_10,log,relative,0.005817,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_11,log,relative,0.005027,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_12,log,relative,0.003138,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_2,log,relative,0.00446,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_3,log,relative,0.005392,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_4,log,relative,0.005666,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_5,log,relative,0.005561,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_6,log,relative,0.005364,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_7,log,relative,0.004901,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_8,log,relative,0.005156,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5697:mon_9,log,relative,0.005391,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_1,log,relative,0.004823,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_10,log,relative,0.007917,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_11,log,relative,0.007089,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_12,log,relative,0.005132,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_2,log,relative,0.006616,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_3,log,relative,0.007568,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_4,log,relative,0.007803,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_5,log,relative,0.007655,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_6,log,relative,0.007428,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_7,log,relative,0.006947,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_8,log,relative,0.007215,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5703:mon_9,log,relative,0.007443,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5728:mon_1,log,relative,0.003638,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5728:mon_10,log,relative,0.006585,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5728:mon_11,log,relative,0.005827,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
